Date,Open,High,Low,Close,Adj Close,Volume
7/21/2022,2453.800049,2498.949951,2451.25,2495.5,2495.5,1314165
7/22/2022,2505.5,2514.050049,2483.100098,2499.399902,2499.399902,833522
7/25/2022,2505,2562.149902,2500,2550.600098,2550.600098,1220351
7/26/2022,2555,2568.600098,2533,2559.699951,2559.699951,865142
7/27/2022,2560,2572.5,2528,2548.699951,2548.699951,953588
7/28/2022,2559.899902,2565.649902,2531.600098,2550.399902,2550.399902,759442
7/29/2022,2565,2622,2560,2569.199951,2569.199951,1107195
8/1/2022,2575.850098,2669.399902,2569.199951,2660.149902,2660.149902,1267039
8/2/2022,2660,2697,2640,2683.649902,2683.649902,1096480
8/3/2022,2685,2717,2671.199951,2711.399902,2711.399902,815831
8/4/2022,2725,2743.899902,2684.25,2723.600098,2723.600098,1223799
8/5/2022,2760,2767.649902,2685,2698.399902,2698.399902,1639981
8/8/2022,2700,2807.649902,2695.649902,2791.899902,2791.899902,1581696
8/10/2022,2801.75,2834.899902,2781.550049,2827.199951,2827.199951,1304663
8/11/2022,2841,2848.399902,2815.100098,2834.050049,2834.050049,978616
8/12/2022,2840,2871.149902,2834.050049,2864.550049,2864.550049,843025
8/16/2022,2879,2986,2871,2975.850098,2975.850098,1969492
8/17/2022,2986,3028.550049,2980,3008.649902,3008.649902,1510171
8/18/2022,3005,3186,3004,3153.649902,3153.649902,3502295
8/19/2022,3178,3258.899902,3075.25,3130.199951,3130.199951,6109949
8/22/2022,3134,3191.800049,3029.199951,3051.600098,3051.600098,3473580
8/23/2022,3032.649902,3074,2927.399902,3030.649902,3030.649902,4169136
8/24/2022,3038,3153,2986,3134.649902,3134.649902,3475387
8/25/2022,3167,3177.800049,3055.699951,3066.350098,3066.350098,3119494
8/26/2022,3080,3172.949951,3078,3139.550049,3139.550049,2897602
8/29/2022,3055,3166.449951,3037.850098,3142.600098,3142.600098,1924984
8/30/2022,3165,3263.100098,3161,3194.350098,3194.350098,4392183
9/1/2022,3200,3245,3184.399902,3233.25,3233.25,1880363
9/2/2022,3261,3369.399902,3225,3355.800049,3355.800049,4835905
9/5/2022,3374.100098,3431.800049,3313,3346.550049,3346.550049,3686950
9/6/2022,3370,3447.600098,3355,3435.800049,3435.800049,2580772
9/7/2022,3435.800049,3487.949951,3406.100098,3473.75,3473.75,2188110
9/8/2022,3499,3501.5,3450,3462.800049,3462.800049,1560414
9/9/2022,3479,3507.949951,3415.149902,3451.199951,3451.199951,1614634
9/12/2022,3465,3495.5,3457.899902,3463.800049,3463.800049,1647756
9/13/2022,3478,3568.899902,3421.300049,3555.800049,3555.800049,3479669
9/14/2022,3518,3608,3511,3572.100098,3572.100098,2740337
9/15/2022,3590,3767.949951,3575,3748.699951,3748.699951,4716688
9/16/2022,3755,3866.949951,3614.600098,3702.199951,3702.199951,5687429
9/19/2022,3718.949951,3801.949951,3680.75,3778.649902,3778.649902,3092486
9/20/2022,3819,3885,3812,3834.550049,3834.550049,3338704
9/21/2022,3837.649902,3862.800049,3571.25,3640.100098,3640.100098,6089846
9/22/2022,3639,3735.949951,3608.050049,3716.300049,3716.300049,3490772
9/23/2022,3732,3737.899902,3655,3674.300049,3674.300049,3001474
9/26/2022,3646.300049,3658,3532,3586.199951,3586.199951,3123908
9/27/2022,3596,3629.550049,3485.850098,3559.100098,3559.100098,3546332
9/28/2022,3528,3596.949951,3503,3548.75,3548.75,2259832
9/29/2022,3583.5,3664.75,3443.600098,3470.699951,3470.699951,15060223
9/30/2022,3447.949951,3523.800049,3371.100098,3455.75,3455.75,4307707
10/3/2022,3440,3460.050049,3110.199951,3157.300049,3157.300049,7578847
10/4/2022,3230,3291.199951,3125,3237.699951,3237.699951,5642467
10/6/2022,3270,3318.800049,3208.050049,3285,3285,2845165
10/7/2022,3280,3310.949951,3228.149902,3277.600098,3277.600098,1930275
10/10/2022,3234,3278.75,3214.350098,3246.25,3246.25,1590792
10/11/2022,3257.550049,3338,3249,3273.949951,3273.949951,2544394
10/12/2022,3297,3297,3145,3223.649902,3223.649902,2972601
10/13/2022,3218,3262.800049,3189,3233.649902,3233.649902,1840193
10/14/2022,3272,3305,3194.850098,3209.5,3209.5,1344415
10/17/2022,3211,3235,3136.100098,3212.600098,3212.600098,1985298
10/18/2022,3249,3298,3226.100098,3284.300049,3284.300049,1635079
10/19/2022,3300,3310,3259.649902,3277.25,3277.25,1396513
10/20/2022,3260,3365,3245,3357.100098,3357.100098,2211287
10/21/2022,3374.899902,3382,3287,3311.899902,3311.899902,1120790
10/24/2022,3325,3340.100098,3287.399902,3309.800049,3309.800049,248249
10/25/2022,3321.949951,3345,3294,3300.5,3300.5,879424
10/27/2022,3319.850098,3355,3297,3325,3325,1106870
10/28/2022,3322,3387.949951,3297.649902,3323.300049,3323.300049,1323334
10/31/2022,3339.949951,3360,3326.100098,3347.449951,3347.449951,575722
11/1/2022,3361.899902,3607.449951,3352,3575.699951,3575.699951,4393335
11/2/2022,3580,3625.149902,3526,3580.699951,3580.699951,2534755
11/3/2022,3550,3614.699951,3542.449951,3590.399902,3590.399902,1275216
11/4/2022,3642,3849.800049,3566.75,3833.25,3833.25,6112097
11/7/2022,3852.449951,4013.699951,3820,3960.600098,3960.600098,5985652
11/9/2022,3977,4048,3943.050049,3997.199951,3997.199951,3732472
11/10/2022,3995,4030,3962.149902,3992.25,3992.25,2313795
11/11/2022,4040,4048.949951,3975.149902,4008.850098,4008.850098,1476875
11/14/2022,3999,4078,3990,4022.550049,4022.550049,1803092
11/15/2022,4025.050049,4065,4022,4057.800049,4057.800049,1065546
11/16/2022,4057.300049,4096,3863.550049,3956.600098,3956.600098,3059841
11/17/2022,3970,4033,3900,4018.149902,4018.149902,2266112
11/18/2022,4028.350098,4043,3984,4019.800049,4019.800049,1440776
11/21/2022,4019.949951,4019.949951,3921.949951,4001.850098,4001.850098,1492003
11/22/2022,4001.850098,4056,3988,4034,4034,1705043
11/23/2022,4050,4061.850098,3873,3903.300049,3903.300049,2861156
11/24/2022,3910,3935,3821,3921.100098,3921.100098,2797181
11/25/2022,3929,3949.899902,3845.300049,3901.100098,3901.100098,2506346
11/28/2022,3899.399902,3925,3871.399902,3886.149902,3886.149902,1119166
11/29/2022,3885,3915,3864.050049,3878.399902,3878.399902,1513444
11/30/2022,3897.800049,3939.899902,3867,3917.899902,3917.899902,1968428
12/1/2022,3937.5,3944.949951,3902.449951,3915.100098,3915.100098,945838
12/2/2022,3905,3963.800049,3885,3922.5,3922.5,1297832
12/5/2022,3928.899902,3939,3810.050049,3930.399902,3930.399902,2392866
12/6/2022,3920,4057,3909,4031.800049,4031.800049,2962621
12/7/2022,4031,4057.899902,3984.550049,3999.300049,3999.300049,1257261
12/8/2022,4010,4045,4003.350098,4025,4025,895075
12/9/2022,4044,4094,3941.5,3996.800049,3996.800049,2129800
12/12/2022,3997,4031.899902,3968.75,4016.699951,4016.699951,802499
12/13/2022,4027.800049,4072,4011.600098,4060.199951,4060.199951,1215308
12/14/2022,4076,4092.050049,4040,4055.800049,4055.800049,1114492
12/15/2022,4055.800049,4073.050049,4025,4043.75,4043.75,866138
12/16/2022,4018.899902,4047.899902,3944.050049,3980.800049,3980.800049,1598960
12/19/2022,3988,4104,3971.449951,4075.300049,4075.300049,1643404
12/20/2022,4095,4172,4066.399902,4165.299805,4165.299805,3778426
12/21/2022,4175,4190,3883.25,3901.949951,3901.949951,3585883
12/22/2022,3948,3948,3817.050049,3868.550049,3868.550049,2879658
12/23/2022,3822,3848,3616.800049,3642.199951,3642.199951,3036157
12/26/2022,3653,3744.899902,3620,3716.75,3716.75,2162662
12/27/2022,3732.449951,3797.899902,3695.050049,3769.649902,3769.649902,1804911
12/28/2022,3756.050049,3825,3745,3797.699951,3797.699951,1377950
12/29/2022,3790,3825,3748.100098,3810.600098,3810.600098,1531692
12/30/2022,3829.699951,3898,3822.050049,3858.350098,3858.350098,1528747
1/2/2023,3870,3874,3822.550049,3841.199951,3841.199951,923051
1/3/2023,3841.899902,3852.850098,3791,3830.949951,3830.949951,799905
1/4/2023,3839,3874.949951,3803.600098,3827.050049,3827.050049,1028377
1/5/2023,3827.050049,3842.399902,3756.899902,3829.800049,3829.800049,997006
1/6/2023,3829,3868.25,3797.050049,3824.25,3824.25,912159
1/9/2023,3843,3880,3811.25,3855.300049,3855.300049,753981
1/10/2023,3859,3862.050049,3555,3646.899902,3646.899902,3595798
1/11/2023,3660,3664.5,3560.100098,3635.800049,3635.800049,2226506
1/12/2023,3642.5,3679,3612,3647.199951,3647.199951,1199785
1/13/2023,3651.199951,3736.050049,3642.199951,3721.149902,3721.149902,1364712
1/16/2023,3720,3739.949951,3600,3619.800049,3619.800049,1863848
1/17/2023,3620,3649.600098,3560.199951,3639.350098,3639.350098,1668381
1/18/2023,3648,3648,3527.100098,3596.699951,3596.699951,3652240
1/19/2023,3470,3537.699951,3426.699951,3463.550049,3463.550049,3696319
1/20/2023,3450,3477.350098,3440.949951,3456.149902,3456.149902,1510258
1/23/2023,3443.050049,3460,3412.550049,3436.350098,3436.350098,974857
1/24/2023,3447.449951,3508,3430,3442,3442,1518123
1/25/2023,3422,3428,3315,3388.949951,3388.949951,3686439
1/27/2023,3335,3346.5,2712,2761.449951,2761.449951,14764368
